order,family,genus,species,binomial,adult_body_mass_g,adult_head_body_len_mm,gestation_days,litter_size,litters_per_year,max_longevity_months,weaning_age_days,neonate_body_mass_g,sexual_maturity_age_days,diet_breadth,habitat_breadth,trophic_level,home_range_km2,pop_density_per_km2,geog_range_km2
Soricomorpha,Soricidae,Crocidura,silacea,Crocidura silacea,7.0,,,3.99,,,,,,1,,3,,,1619566.15
Soricomorpha,Soricidae,Crocidura,somalica,Crocidura somalica,11.5,,,,,,,,,,,,,,1748436.59
Soricomorpha,Soricidae,Crocidura,suaveolens,Crocidura suaveolens,7.35,,27.15,3.49,,32.4,28.03,0.53,68.97,4,,2,,5541.66,
Chiroptera,Vespertilionidae,Eptesicus,matroka,Eptesicus matroka,6.57,82.49,,1.22,,,,,,1,,3,,,536252.04
Chiroptera,Vespertilionidae,Eptesicus,nasutus,Eptesicus nasutus,7.91,,,,,,,,,,1,,,,850548.76
Chiroptera,Vespertilionidae,Eptesicus,nilssonii,Eptesicus nilssonii,10.72,,,1.5,1.0,186.0,26.0,4.52,,1,1,3,,,10151783.96
Chiroptera,Vespertilionidae,Eptesicus,pachyotis,Eptesicus pachyotis,8.1,,,,,,,,,,1,,,,412871.13
Perissodactyla,Equidae,Equus,kiang,Equus kiang,281138.63,,260.76,,,,,,,,1,,,,538675.46
Perissodactyla,Equidae,Equus,quagga,Equus quagga,400000.0,,,,,240.0,,,,,,,,,
Perissodactyla,Equidae,Equus,zebra,Equus zebra,282462.13,2350.0,363.49,1.0,0.35,288.0,181.46,29496.68,963.17,2,1,1,7.4,1.32,143855.82
Afrosoricida,Chrysochloridae,Eremitalpa,granti,Eremitalpa granti,22.04,76.02,,1.36,,24.0,,,,3,2,2,0.03,37.21,66653.99
Rodentia,Erethizontidae,Erethizon,dorsatum,Erethizon dorsatum,7419.46,837.5,210.99,1.0,,216.0,16.27,490.59,772.57,6,2,1,0.1,3.49,11016215.61
Carnivora,Phocidae,Erignathus,barbatus,Erignathus barbatus,279999.99,2293.15,285.24,1.0,,377.43,20.94,34536.93,2199.16,6,2,2,,0.01,
Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Erinaceus concolor,665.99,231.89,34.99,5.23,1.5,,41.3,17.54,199.35,8,1,2,0.01,,
Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Erinaceus europaeus,777.95,237.17,36.98,4.64,1.5,168.0,40.0,15.54,265.8,8,1,2,0.08,123.0,3201699.12
Chiroptera,Phyllostomidae,Erophylla,bombifrons,Erophylla bombifrons,16.28,,,,,,,,,1,,1,,,83334.5
Chiroptera,Phyllostomidae,Erophylla,sezekorni,Erophylla sezekorni,15.87,,,1.0,,,,0.85,,,1,,,,123555.55
Primates,Cercopithecidae,Erythrocebus,patas,Erythrocebus patas,7966.3,665.0,167.2,1.01,,286.8,211.79,621.67,1246.07,4,,2,28.24,0.26,6948334.33
Chiroptera,Vespertilionidae,Eptesicus,serotinus,Eptesicus serotinus,23.09,67.99,65.44,1.5,1.0,72.0,30.8,5.28,,1,1,3,,,8742253.51
Perissodactyla,Equidae,Equus,asinus,Equus asinus,164998.49,,367.0,1.0,,564.0,,29249.99,742.46,,1,,139.69,3.06,
Perissodactyla,Equidae,Equus,burchellii,Equus burchellii,279160.65,,371.2,1.0,,480.0,294.11,32274.54,709.82,3,1,1,127.99,7.0,4696974.13
Perissodactyla,Equidae,Equus,caballus,Equus caballus,403598.53,,338.97,1.0,1.0,744.0,341.76,37899.99,834.72,1,1,1,15.62,,
Perissodactyla,Equidae,Equus,grevyi,Equus grevyi,408000.35,2700.0,406.0,1.0,0.5,312.0,271.7,39999.99,1341.92,1,1,1,,2.27,192991.31
Perissodactyla,Equidae,Equus,hemionus,Equus hemionus,235248.07,2250.0,346.0,1.0,,465.6,456.25,,1184.16,2,1,1,,0.69,1325419.5
Carnivora,Viverridae,Genetta,cristata,Genetta cristata,1863.23,515.0,,2.5,2.0,408.0,,,,2,,3,,,210874.67
Carnivora,Viverridae,Genetta,genetta,Genetta genetta,1756.17,552.44,74.18,2.29,,408.0,71.8,77.75,1262.74,6,1,2,10.9,1.88,17766920.65
Carnivora,Viverridae,Genetta,johnstoni,Genetta johnstoni,2225.0,,,,,,,,,,1,,,,180606.44
Carnivora,Viverridae,Genetta,maculata,Genetta maculata,1950.0,,,2.12,,,,,,6,1,2,,,12805950.62
Carnivora,Viverridae,Genetta,piscivora,Genetta piscivora,1648.05,456.13,,0.96,,,,,,1,2,3,,,222754.63
Rodentia,Cricetidae,Delomys,dorsalis,Delomys dorsalis,67.5,,,,,,,,,,1,,,,91990.81
Rodentia,Cricetidae,Delomys,sublineatus,Delomys sublineatus,89.99,,,,,,,,,,1,,,,176241.08
Cetacea,Monodontidae,Delphinapterus,leucas,Delphinapterus leucas,1381640.73,4249.83,394.24,1.02,0.41,480.0,689.92,57000.0,2104.57,2,1,3,,,
Cetacea,Delphinidae,Delphinus,delphis,Delphinus delphis,79271.69,2439.99,296.89,0.98,,240.0,405.05,7069.65,1473.2,,1,,,,
Rodentia,Cricetidae,Deltamys,kempi,Deltamys kempi,26.4,,,,,,,,,,1,,,,10556.19
Scandentia,Tupaiidae,Dendrogale,melanura,Dendrogale melanura,59.99,125.0,,,,,,,,,2,,,,66841.07
Scandentia,Tupaiidae,Dendrogale,murina,Dendrogale murina,49.99,,,,,,,,,,,,,,303576.92
Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Dendrohyrax arboreus,2981.11,499.99,229.06,1.51,,147.6,152.08,,510.44,3,1,1,,22.67,2556176.38
Hyracoidea,Procaviidae,Dendrohyrax,dorsalis,Dendrohyrax dorsalis,3174.99,,236.57,1.22,,120.0,,200.0,439.01,2,2,1,,,3307902.32
Diprotodontia,Macropodidae,Dendrolagus,bennettianus,Dendrolagus bennettianus,10458.82,,,1.0,,240.0,717.95,,,,2,,,27.38,10942.65
Diprotodontia,Macropodidae,Dendrolagus,dorianus,Dendrolagus dorianus,8976.58,603.43,,1.01,,96.0,598.29,,,3,2,2,,,217597.09
Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Dendrolagus goodfellowi,7948.78,,37.94,1.0,,252.0,359.99,,,2,2,1,,,111020.15
Rodentia,Cricetidae,Bibimys,torresi,Bibimys torresi,28.0,,,,,,,,,,,,,,117883.97
Artiodactyla,Bovidae,Bison,bison,Bison bison,624577.07,2849.24,283.17,0.98,1.0,396.0,287.32,20000.0,921.77,2,2,1,47.39,0.28,10388.04
Artiodactyla,Bovidae,Bison,bonasus,Bison bonasus,675876.7,2900.0,265.99,1.0,1.0,324.0,287.32,23358.61,841.82,2,2,1,7.91,0.88,
Soricomorpha,Soricidae,Blarina,brevicauda,Blarina brevicauda,18.56,120.82,20.58,5.39,3.0,33.0,21.91,0.89,71.19,6,2,2,0.003539783,922.93,4102748.94
Soricomorpha,Soricidae,Blarina,carolinensis,Blarina carolinensis,11.91,73.2,,3.95,,,,,,2,2,2,0.00995781,629.99,868525.35
Soricomorpha,Soricidae,Blarina,hylophaga,Blarina hylophaga,14.49,,,,,,,,,,2,,,,730382.19
Rodentia,Cricetidae,Baiomys,musculus,Baiomys musculus,8.99,75.59,,2.62,,,,1.66,,4,2,1,,,452712.43
Rodentia,Cricetidae,Baiomys,taylori,Baiomys taylori,7.43,63.9,21.99,2.52,10.0,39.12,20.38,1.15,68.35,4,,1,0.000384598,2464.99,1097470.53
Cetacea,Balaenidae,Balaena,mysticetus,Balaena mysticetus,79691178.99,12187.12,379.9,1.0,0.41,480.0,352.0,,6041.21,1,1,3,,,
Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Balaenoptera acutorostrata,5587093.59,5529.31,304.16,1.0,1.0,600.0,182.5,,2680.62,2,1,3,,,
Cetacea,Balaenopteridae,Balaenoptera,borealis,Balaenoptera borealis,22106251.95,18382.16,334.58,1.02,0.41,888.0,203.46,649999.99,3274.59,2,1,3,,,
Cetacea,Balaenopteridae,Balaenoptera,edeni,Balaenoptera edeni,19999999.97,13846.17,383.46,0.97,,864.0,273.75,,1886.85,2,1,3,,,
Soricomorpha,Soricidae,Blarinella,quadraticauda,Blarinella quadraticauda,12.5,67.5,,,,,,,,,2,,,,
Rodentia,Cricetidae,Blarinomys,breviceps,Blarinomys breviceps,36.79,104.55,,1.21,,,,,,1,2,3,,,143514.03
Artiodactyla,Cervidae,Blastocerus,dichotomus,Blastocerus dichotomus,112518.53,1720.0,272.37,0.98,1.0,,,4199.99,,3,1,1,,0.12,2004539.09
Lagomorpha,Leporidae,Brachylagus,idahoensis,Brachylagus idahoensis,431.19,265.1,38.99,5.81,2.0,,,,252.73,2,2,1,0.003792025,864.86,506906.1
Chiroptera,Phyllostomidae,Brachyphylla,cavernarum,Brachyphylla cavernarum,45.5,81.26,,1.0,1.5,,73.44,,,3,1,2,,,14649.83
Chiroptera,Phyllostomidae,Brachyphylla,nana,Brachyphylla nana,37.25,84.19,,0.98,,,,13.34,,,1,,,,184267.85
Rodentia,Nesomyidae,Brachytarsomys,albicauda,Brachytarsomys albicauda,200.0,225.0,,,,,,,,2,1,1,,,75743.16
Rodentia,Nesomyidae,Brachytarsomys,villosa,Brachytarsomys villosa,219.99,,,,,,,,,,,,,,
Primates,Atelidae,Brachyteles,arachnoides,Brachyteles arachnoides,10537.31,578.19,221.75,1.02,,,734.82,,2876.24,5,1,2,1.04,5.49,6796.12
Rodentia,Nesomyidae,Brachyuromys,betsileoensis,Brachyuromys betsileoensis,93.58,162.5,,,,,,,,,1,,,,37287.31
Rodentia,Nesomyidae,Brachyuromys,ramirohitra,Brachyuromys ramirohitra,92.31,162.5,,,,,,,,,1,,,,11677.6
Soricomorpha,Soricidae,Crocidura,olivieri,Crocidura olivieri,34.42,108.11,,,,,,,,,,,,72.36,5194375.82
Artiodactyla,Bovidae,Cephalophus,dorsalis,Cephalophus dorsalis,20000.0,849.99,238.0,1.0,,204.96,,1611.37,547.46,4,1,2,0.27,,2874503.05
Artiodactyla,Bovidae,Cephalophus,jentinki,Cephalophus jentinki,68489.54,1349.99,,1.0,,210.0,,4581.46,,4,,1,,0.1,130952.07
Artiodactyla,Bovidae,Cephalophus,leucogaster,Cephalophus leucogaster,13208.69,939.32,,1.0,,63.96,,,,5,1,2,,,1396673.01
Artiodactyla,Bovidae,Cephalophus,natalensis,Cephalophus natalensis,12724.51,786.14,212.97,1.0,,180.0,,954.89,,4,1,1,0.06,6.92,1208751.28
Rodentia,Erethizontidae,Chaetomys,subspinosus,Chaetomys subspinosus,1299.99,599.52,,,,,,,,3,1,1,,,110201.56
Cingulata,Dasypodidae,Chaetophractus,nationi,Chaetophractus nationi,2110.04,,,,,,,,,1,2,3,,,334227.31
Cingulata,Dasypodidae,Chaetophractus,vellerosus,Chaetophractus vellerosus,930.16,,,,,,,,,5,2,2,0.02,,2372278.01
Cingulata,Dasypodidae,Chaetophractus,villosus,Chaetophractus villosus,4372.8,,68.93,1.62,,240.0,76.56,124.48,280.79,,2,,,,2743631.76
Chiroptera,Vespertilionidae,Chalinolobus,dwyeri,Chalinolobus dwyeri,8.74,,,1.34,1.0,,36.41,,,,1,,,,521325.88
Chiroptera,Vespertilionidae,Chalinolobus,gouldii,Chalinolobus gouldii,14.24,,92.54,1.41,1.0,,,,,1,1,3,,,7346335.67
Chiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus morio,8.91,,,1.38,1.0,,,1.68,,1,1,3,,,2259579.36
Diprotodontia,Macropodidae,Dendrolagus,inustus,Dendrolagus inustus,12625.0,716.21,,1.11,,240.0,538.46,,578.24,2,2,1,,,126998.25
Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,Dendrolagus lumholtzi,6649.97,,,1.0,,,539.29,,816.35,,2,,0.01,116.18,12095.48
Diprotodontia,Macropodidae,Dendrolagus,matschiei,Dendrolagus matschiei,8293.4,537.81,33.95,1.01,,286.0,509.1,,949.16,2,2,1,0.23,,10844.37
Diprotodontia,Macropodidae,Dendrolagus,mbaiso,Dendrolagus mbaiso,9395.06,674.54,,,,,,,,,,,,,3937.45
Diprotodontia,Macropodidae,Dendrolagus,scottae,Dendrolagus scottae,9958.58,615.55,,1.01,,,,,,2,2,1,,,153.85
Diprotodontia,Macropodidae,Dendrolagus,spadix,Dendrolagus spadix,8468.2,602.65,,1.0,,,,,,2,2,1,,,35926.62
Diprotodontia,Macropodidae,Dendrolagus,ursinus,Dendrolagus ursinus,13249.99,623.07,,1.01,,242.4,,,,1,2,1,,,17925.03
Rodentia,Nesomyidae,Dendromus,lovati,Dendromus lovati,12.0,,,,,,,,,,,,,,193162.56
Rodentia,Nesomyidae,Dendromus,melanotis,Dendromus melanotis,9.1,,25.0,3.97,,,,,,,,,,,11031261.31
Rodentia,Nesomyidae,Dendromus,mesomelas,Dendromus mesomelas,10.2,,,3.94,,39.6,,,,,1,,,1753.83,3423076.47
Rodentia,Nesomyidae,Dendromus,mystacalis,Dendromus mystacalis,8.17,,,3.45,,,,,,,,,,1036.35,5794924.77
Rodentia,Nesomyidae,Dendromus,nyikae,Dendromus nyikae,15.0,,,4.62,,,,,,,,,,,2955843.08
Rodentia,Muridae,Deomys,ferrugineus,Deomys ferrugineus,57.6,,,1.7,,,,,,,,,,,1689421.98
Rodentia,Muridae,Dephomys,defua,Dephomys defua,43.05,,,2.75,,,,,,,,,,,414109.82
Rodentia,Muridae,Dephomys,eburneae,Dephomys eburneae,52.5,,,,,,,,,,,,,,246050.22
Soricomorpha,Talpidae,Desmana,moschata,Desmana moschata,427.64,203.1,46.53,3.63,2.0,,39.7,,,4,3,2,0.004907674,,1225328.6
Rodentia,Muridae,Desmodilliscus,braueri,Desmodilliscus braueri,10.0,,30.16,2.6,,,,0.9,,,,,,,3069834.82
Rodentia,Muridae,Desmodillus,auricularis,Desmodillus auricularis,54.81,,27.11,2.62,,,32.99,2.84,,1,,1,,1265.76,1924878.41
Chiroptera,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,33.16,78.0,209.35,1.0,1.26,234.0,253.01,6.94,,1,1,3,,,17803912.83
Rodentia,Muridae,Desmomys,harringtoni,Desmomys harringtoni,89.99,,,,,,,,,,,,,,286640.37
Chiroptera,Phyllostomidae,Diaemus,youngi,Diaemus youngi,36.71,,,,,,,,,1,1,3,,,13545719.31
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Dicerorhinus sumatrensis,1046156.04,2769.99,310.19,1.0,,420.0,362.93,22849.5,2784.26,2,2,1,11.87,1.05,594010.97
Perissodactyla,Rhinocerotidae,Diceros,bicornis,Diceros bicornis,995940.54,2849.99,466.24,1.0,,564.0,583.09,34999.99,2199.16,2,1,1,11.48,0.11,11451482.02
Chiroptera,Emballonuridae,Diclidurus,albus,Diclidurus albus,16.56,69.99,,1.0,1.0,,,0.51,,1,1,3,,,7898368.07
Chiroptera,Emballonuridae,Diclidurus,ingens,Diclidurus ingens,12.3,,,,,,,,,,1,,,,2138238.0
Chiroptera,Emballonuridae,Diclidurus,isabellus,Diclidurus isabellus,12.61,,,,,,,,,,1,,,,710901.14
Chiroptera,Emballonuridae,Diclidurus,scutatus,Diclidurus scutatus,13.62,,,,,,,,,,1,,,,2914021.53
Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Dicrostonyx groenlandicus,58.44,117.32,20.84,3.78,2.0,,17.42,4.42,38.61,,,,0.007305693,518.17,3130947.24
Rodentia,Cricetidae,Dicrostonyx,hudsonius,Dicrostonyx hudsonius,57.0,,20.0,3.49,1.5,,,,,,,,,,487889.71
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx torquatus,78.77,,17.08,3.85,2.0,45.6,30.41,3.05,,,,,,,1960681.18
Didelphimorphia,Didelphidae,Didelphis,albiventris,Didelphis albiventris,1030.47,360.69,12.0,6.9,1.5,20.4,116.5,,315.68,6,2,2,0.004024018,400.0,7561455.22
Didelphimorphia,Didelphidae,Didelphis,aurita,Didelphis aurita,1105.88,,,6.11,,,99.71,,192.74,4,,2,,45.22,1075333.48
Didelphimorphia,Didelphidae,Didelphis,marsupialis,Didelphis marsupialis,1134.75,402.7,14.0,7.09,2.0,32.4,92.47,0.16,200.88,3,2,2,0.17,70.5,7324303.06
Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,2442.08,,12.69,8.62,2.0,60.0,109.62,0.15,225.55,4,2,2,0.58,18.08,5696037.14
Rodentia,Cricetidae,Dinaromys,bogdanovi,Dinaromys bogdanovi,56.0,,30.41,2.5,,,,,,,,,,,117073.5
Rodentia,Dinomyidae,Dinomys,branickii,Dinomys branickii,12500.0,750.0,252.74,1.97,,112.8,,769.43,,4,2,1,,,1963973.9
Chiroptera,Phyllostomidae,Diphylla,ecaudata,Diphylla ecaudata,28.11,78.99,,0.99,,,,4.8,,1,1,3,,,8019521.93
Soricomorpha,Soricidae,Diplomesodon,pulchellum,Diplomesodon pulchellum,11.0,,,4.99,,,,,,,,,,,978642.88
Rodentia,Echimyidae,Diplomys,caniceps,Diplomys caniceps,394.49,,,,,,,,,2,1,1,,,26895.61
Rodentia,Echimyidae,Diplomys,labilis,Diplomys labilis,282.17,,55.72,1.18,,,,59.5,,2,2,1,,,140013.69
Rodentia,Echimyidae,Diplomys,rufodorsalis,Diplomys rufodorsalis,144.8,,,,,,,,,2,1,1,,,48212.86
Rodentia,Muridae,Dipodillus,campestris,Dipodillus campestris,27.58,90.79,,4.34,,,,,,,,,,,3220799.02
Rodentia,Muridae,Dipodillus,dasyurus,Dipodillus dasyurus,27.5,83.05,25.0,3.88,,,,,,,,,,,1314357.85
Macroscelidea,Macroscelididae,Elephantulus,intufi,Elephantulus intufi,48.9,117.61,51.0,1.55,,105.6,36.49,10.0,251.19,1,2,3,,,1304584.51
Macroscelidea,Macroscelididae,Elephantulus,myurus,Elephantulus myurus,59.51,128.25,50.66,1.84,3.0,13.2,22.82,8.1,39.82,3,1,2,,,1016019.35
Macroscelidea,Macroscelididae,Elephantulus,revoili,Elephantulus revoili,32.49,,,,,,,,,,,,,,127810.0
Macroscelidea,Macroscelididae,Elephantulus,rozeti,Elephantulus rozeti,43.07,,75.0,2.13,2.0,36.0,,,,,2,,,,847148.97
Macroscelidea,Macroscelididae,Elephantulus,rufescens,Elephantulus rufescens,52.78,249.83,57.0,1.41,,72.0,24.85,10.29,61.87,5,1,2,0.002648142,200.0,1140379.85
Macroscelidea,Macroscelididae,Elephantulus,rupestris,Elephantulus rupestris,65.56,122.15,56.0,1.84,,,,,,,2,,,,627256.04
Proboscidea,Elephantidae,Elephas,maximus,Elephas maximus,3269794.34,1919.2,634.49,1.41,,960.0,218.26,97000.0,4014.43,3,1,1,38.36,0.53,1429082.59
Rodentia,Cricetidae,Eligmodontia,moreni,Eligmodontia moreni,18.0,,,,,,,,,,,,,,14673.54
Rodentia,Cricetidae,Eligmodontia,morgani,Eligmodontia morgani,16.5,,,,,,,,,,,,,,213111.63
Rodentia,Cricetidae,Eligmodontia,puerulus,Eligmodontia puerulus,28.49,,,,,,,,,,,,,,423135.02
Rodentia,Cricetidae,Eligmodontia,typus,Eligmodontia typus,17.37,,18.38,6.24,,9.6,,1.72,55.55,1,2,1,,,587545.76
Rodentia,Gliridae,Eliomys,melanurus,Eliomys melanurus,100.36,137.5,25.0,4.99,,,,,,4,,2,,,313223.51
Rodentia,Gliridae,Eliomys,quercinus,Eliomys quercinus,114.61,138.74,22.97,4.99,1.0,66.0,34.8,,566.36,5,2,2,,147.93,3870497.26
Rodentia,Nesomyidae,Eliurus,ellermani,Eliurus ellermani,100.0,,,,,,,,,,,,,,
Rodentia,Nesomyidae,Eliurus,majori,Eliurus majori,100.0,,,,,,,,,,,,,,68679.86
Rodentia,Nesomyidae,Eliurus,minor,Eliurus minor,57.53,128.24,,,,,,,,,1,,,,72857.79
Rodentia,Nesomyidae,Eliurus,myoxinus,Eliurus myoxinus,69.76,127.5,23.99,,,,,,,3,2,2,,,92064.6
Rodentia,Nesomyidae,Eliurus,penicillatus,Eliurus penicillatus,100.0,,,,,,,,,,,,,,118.48
Rodentia,Nesomyidae,Eliurus,petteri,Eliurus petteri,75.0,,,,,,,,,,,,,,
Rodentia,Nesomyidae,Eliurus,tanala,Eliurus tanala,89.99,,,,,,,,,,,,,,29102.38
Rodentia,Nesomyidae,Eliurus,webbi,Eliurus webbi,61.13,,,,,,,,,1,,1,,,85117.66
Rodentia,Cricetidae,Ellobius,fuscocapillus,Ellobius fuscocapillus,80.0,,,3.46,,,,,,1,,1,,,560273.09
Rodentia,Cricetidae,Ellobius,talpinus,Ellobius talpinus,40.0,,26.0,3.67,4.0,,59.99,,91.53,,1,,,,3707268.83
Chiroptera,Emballonuridae,Emballonura,alecto,Emballonura alecto,5.25,,,,,,,,,,1,,,,1034172.29
Chiroptera,Emballonuridae,Emballonura,atrata,Emballonura atrata,4.55,57.5,,,,,,,,1,1,3,,,130634.93
Chiroptera,Emballonuridae,Emballonura,beccarii,Emballonura beccarii,4.31,,,,,,,,,,1,,,,150538.97
Chiroptera,Emballonuridae,Emballonura,monticola,Emballonura monticola,5.35,,,1.0,,,,,,1,1,3,,,1495997.23
Chiroptera,Emballonuridae,Emballonura,raffrayana,Emballonura raffrayana,5.61,,,,,,,,,,1,,,,432542.2
Chiroptera,Emballonuridae,Emballonura,semicaudata,Emballonura semicaudata,6.29,47.0,,,,,,,,,1,,,,2369.52
Chiroptera,Phyllostomidae,Enchisthenes,hartii,Enchisthenes hartii,16.99,,,0.99,,,,,,1,1,1,,,3507398.71
Chiroptera,Vespertilionidae,Hesperoptenus,tickelli,Hesperoptenus tickelli,16.3,,,1.0,,,,,,,1,,,,425021.1
Rodentia,Bathyergidae,Heterocephalus,glaber,Heterocephalus glaber,39.36,129.61,70.49,11.3,4.5,120.0,27.28,1.86,,1,1,1,0.004215132,11100.0,1324439.84
Hyracoidea,Procaviidae,Heterohyrax,brucei,Heterohyrax brucei,2453.66,468.99,228.12,1.89,1.0,168.0,129.04,225.0,510.44,5,2,1,,5751.97,6954996.2
Rodentia,Heteromyidae,Heteromys,anomalus,Heteromys anomalus,69.06,,,2.83,,,,3.29,,3,1,2,,252.07,238956.98
Rodentia,Heteromyidae,Heteromys,australis,Heteromys australis,267.49,,,2.75,,,,,,2,1,1,,,33112.2
Rodentia,Heteromyidae,Heteromys,desmarestianus,Heteromys desmarestianus,74.0,,27.86,3.06,3.25,,29.77,3.0,237.85,2,1,1,0.001025001,656.45,479714.68
Rodentia,Chinchillidae,Lagostomus,maximus,Lagostomus maximus,4660.94,523.73,155.73,1.93,1.25,112.8,55.68,196.0,287.76,4,2,1,0.01,,1907434.12
Diprotodontia,Macropodidae,Lagostrophus,fasciatus,Lagostrophus fasciatus,1933.48,,,0.9,,48.0,269.23,,391.96,4,1,1,,87.99,708.99
Primates,Atelidae,Lagothrix,lagotricha,Lagothrix lagotricha,6263.69,536.39,223.99,1.01,,360.0,312.66,437.09,1729.33,4,1,2,2.82,10.72,797455.26
Rodentia,Cricetidae,Lagurus,lagurus,Lagurus lagurus,20.6,92.52,20.24,4.0,5.25,,20.84,1.25,41.82,,,,,,3753224.56
Artiodactyla,Camelidae,Lama,glama,Lama glama,78322.67,1595.1,342.74,1.0,1.0,339.6,131.7,8999.99,676.66,2,1,1,,0.45,
Artiodactyla,Bovidae,Eudorcas,rufina,Eudorcas rufina,39999.99,,,,,,,,,,,,,,
Artiodactyla,Bovidae,Eudorcas,thomsonii,Eudorcas thomsonii,22907.43,885.0,166.14,1.0,,182.04,93.25,2500.0,418.38,2,1,1,,12.53,515821.13
Primates,Lemuridae,Eulemur,albocollaris,Eulemur albocollaris,2397.37,,,,,,,,,,,,,,1864.78
Primates,Lemuridae,Eulemur,coronatus,Eulemur coronatus,1699.85,352.27,124.04,1.53,,220.8,,57.81,701.52,4,2,2,0.05,101.98,5720.16
Primates,Lemuridae,Eulemur,fulvus,Eulemur fulvus,2376.99,469.62,120.83,1.1,,444.0,134.64,74.99,791.75,3,1,1,0.05,221.0,25656.44
Primates,Lemuridae,Eulemur,macaco,Eulemur macaco,2470.43,397.11,127.49,1.04,1.0,360.0,143.28,60.5,660.75,4,1,2,0.03,53.85,8406.83
Primates,Lemuridae,Eulemur,mongoz,Eulemur mongoz,1771.13,354.85,129.0,1.11,1.0,360.0,151.13,59.48,1060.7,4,1,2,0.05,346.7,7006.3
Primates,Lemuridae,Eulemur,rubriventer,Eulemur rubriventer,2015.4,404.72,126.99,1.01,,,151.22,84.97,566.36,4,1,2,0.13,30.0,56908.42
Primates,Lemuridae,Eulemur,rufus,Eulemur rufus,2394.62,457.01,,,,,,,,,,,,,71558.47
Primates,Lemuridae,Eulemur,sanfordi,Eulemur sanfordi,2394.03,,,,,,,,,,,,,,4197.82
Carnivora,Otariidae,Eumetopias,jubatus,Eumetopias jubatus,382466.74,2692.71,342.1,0.96,,360.0,351.0,18250.0,1965.83,6,2,2,,,
Primates,Galagidae,Galago,thomasi,Galago thomasi,117.35,,,,,,,,,,,,,,4366268.46
Primates,Galagidae,Galago,zanzibaricus,Galago zanzibaricus,147.35,,120.0,1.29,2.0,,59.27,14.5,322.75,4,,2,0.01,169.0,1375379.35
Rodentia,Caviidae,Galea,flavidens,Galea flavidens,450.0,,53.0,,7.0,,,,77.03,1,2,1,,,663119.59
Rodentia,Caviidae,Galea,musteloides,Galea musteloides,386.64,,53.9,2.6,7.0,21.6,31.13,37.39,55.92,2,2,1,,,1147818.41
Rodentia,Caviidae,Galea,spixii,Galea spixii,360.61,,50.66,2.19,6.75,55.2,42.09,33.62,91.47,1,2,1,0.000535015,,5441291.73
Soricomorpha,Talpidae,Galemys,pyrenaicus,Galemys pyrenaicus,60.17,125.0,30.0,3.54,2.0,60.0,,,371.23,2,3,3,0.001551623,4.18,171300.87
Rodentia,Cricetidae,Galenomys,garleppi,Galenomys garleppi,59.3,,,,,,,,,,,,,,141711.01
Dermoptera,Cynocephalidae,Galeopterus,variegates,Galeopterus variegates,1112.2,379.43,59.99,1.0,,3.45,,,,3,1,1,,,1401022.2
Carnivora,Herpestidae,Galerella,flavescens,Galerella flavescens,750.0,,,,,,,,,,1,,,,279748.74
Carnivora,Herpestidae,Galerella,pulverulenta,Galerella pulverulenta,791.4,349.38,,2.25,,104.5,,20.19,,2,1,3,3.81,10.0,634570.78
Carnivora,Herpestidae,Galerella,sanguinea,Galerella sanguinea,543.83,329.01,61.27,2.5,2.0,72.0,54.44,,465.57,6,1,2,0.66,1.32,16368169.48
Carnivora,Mustelidae,Galictis,cuja,Galictis cuja,1000.0,423.29,,,,87.0,,,,1,1,3,,,4564918.07
Carnivora,Eupleridae,Galidia,elegans,Galidia elegans,810.0,351.07,76.11,1.0,1.0,158.4,59.27,48.73,742.46,6,4,2,0.17,15.85,120561.29
Carnivora,Eupleridae,Galidictis,fasciata,Galidictis fasciata,549.99,318.31,,1.0,1.0,,,,,2,1,3,,,87237.59
Carnivora,Eupleridae,Galidictis,grandidieri,Galidictis grandidieri,1400.0,359.99,,1.0,1.0,,,,,2,1,3,,,4044.38
Artiodactyla,Bovidae,Gazella,arabica,Gazella arabica,24124.67,1000.0,,1.5,,135.96,,,,2,,1,,,17363.03
Artiodactyla,Bovidae,Gazella,bennettii,Gazella bennettii,18916.67,,,,,,,,,,,,,,1733312.37
Artiodactyla,Bovidae,Gazella,dorcas,Gazella dorcas,15635.95,965.68,172.0,1.22,,209.04,61.35,1573.21,620.76,6,1,2,15.52,2.3,10374953.94
Artiodactyla,Bovidae,Gazella,gazella,Gazella gazella,21306.83,1012.85,180.0,1.22,,219.0,86.17,2124.99,485.11,3,1,1,1.46,0.4,1151478.67
