species,family,order,mass_g,wing_length_mm,beak_length_culmen_mm,beak_length_nares_mm,beak_width_mm,beak_depth_mm,tarsus_length_mm,tail_length_mm,kipps_distance_mm,hand_wing_index,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size_km2,centroid_latitude,centroid_longitude
Circus spilothorax,Accipitridae,Accipitriformes,558.8,377.4,35.3,20.9,11.9,14.4,89.1,215.6,133.0,35.4,Wetland,3,3,Carnivore,Vertivore,Aerial,76450.96,-7.05,144.56
Clanga clanga,Accipitridae,Accipitriformes,2154.3,510.6,50.2,31.2,15.6,23.2,96.8,261.4,192.2,37.9,Wetland,3,3,Carnivore,Vertivore,Generalist,8980278.98,55.15,73.97
Clanga hastata,Accipitridae,Accipitriformes,1359.4,456.5,44.4,26.4,14.0,18.9,90.2,208.5,191.8,42.0,Woodland,2,2,Carnivore,Vertivore,Generalist,2409106.07,21.43,81.1
Clanga pomarina,Accipitridae,Accipitriformes,1359.4,459.3,47.3,26.9,13.4,19.5,91.6,213.0,184.8,40.6,Forest,1,3,Carnivore,Vertivore,Generalist,2013351.79,49.67,26.85
Cryptoleucopteryx plumbea,Accipitridae,Accipitriformes,482.0,238.0,32.1,21.0,11.2,16.7,58.9,145.4,74.2,31.0,Forest,1,1,Carnivore,Vertivore,Insessorial,162116.76,4.34,-77.68
Dryotriorchis spectabilis,Accipitridae,Accipitriformes,697.0,290.5,36.5,27.6,13.0,21.3,65.8,240.2,77.0,26.5,Forest,1,1,Carnivore,Vertivore,Insessorial,2884763.0,2.03,15.98
Elanoides forficatus,Accipitridae,Accipitriformes,416.2,412.8,29.4,19.0,10.2,12.3,33.5,279.2,189.1,46.9,Forest,2,3,Carnivore,Invertivore,Generalist,13295665.49,-5.62,-60.19
Elanus axillaris,Accipitridae,Accipitriformes,270.1,288.4,25.3,15.5,9.0,11.4,38.8,136.8,153.0,53.1,Grassland,3,2,Carnivore,Vertivore,Aerial,7649038.18,-25.69,134.44
Elanus caeruleus,Accipitridae,Accipitriformes,259.8,286.3,30.9,16.0,9.2,11.3,32.1,127.7,132.1,45.2,Grassland,3,2,Carnivore,Vertivore,Aerial,26685941.8,3.69,41.21
Elanus leucurus,Accipitridae,Accipitriformes,346.0,294.0,25.3,15.3,8.8,10.9,31.8,170.3,120.3,41.5,Human Modified,3,2,Carnivore,Vertivore,Aerial,12522294.39,-8.72,-64.01
Elanus scriptus,Accipitridae,Accipitriformes,316.0,302.2,26.2,16.2,11.8,12.0,38.3,139.8,148.8,49.2,Grassland,3,2,Carnivore,Vertivore,Aerial,727463.72,-22.87,139.41
Erythrotriorchis buergersi,Accipitridae,Accipitriformes,575.0,310.7,33.7,20.3,12.8,18.2,75.2,238.7,105.5,34.0,Forest,1,1,Carnivore,Vertivore,Generalist,152406.32,-5.51,142.42
Erythrotriorchis radiatus,Accipitridae,Accipitriformes,887.4,387.2,34.8,20.7,11.9,17.4,74.5,250.0,161.8,41.8,Forest,1,1,Carnivore,Vertivore,Aerial,1074830.71,-17.74,138.86
Eutriorchis astur,Accipitridae,Accipitriformes,700.0,318.5,40.3,24.8,11.6,19.5,84.0,287.5,74.2,23.3,Forest,1,1,Carnivore,Vertivore,Insessorial,34460.57,-16.44,49.12
Gampsonyx swainsonii,Accipitridae,Accipitriformes,92.9,147.7,16.2,10.4,7.1,8.4,26.0,97.9,55.9,36.5,Forest,2,1,Carnivore,Vertivore,Insessorial,10266134.72,-8.71,-56.23
Geranoaetus albicaudatus,Accipitridae,Accipitriformes,885.0,427.0,37.4,22.3,13.8,16.4,87.3,199.0,148.1,34.8,Grassland,3,1,Carnivore,Vertivore,Generalist,9466789.11,-11.82,-58.97
Geranoaetus melanoleucus,Accipitridae,Accipitriformes,2378.6,496.2,50.5,31.0,15.4,23.0,98.2,210.5,182.8,36.6,Shrubland,2,1,Carnivore,Vertivore,Aerial,6807951.84,-27.4,-60.94
Geranoaetus polyosoma,Accipitridae,Accipitriformes,782.6,402.0,36.3,21.1,13.0,18.3,83.4,192.8,153.3,38.1,Shrubland,2,2,Carnivore,Vertivore,Aerial,3165493.22,-31.98,-70.13
Geranospiza caerulescens,Accipitridae,Accipitriformes,302.5,269.1,25.9,16.5,9.6,12.9,71.7,211.4,65.1,24.4,Woodland,2,1,Carnivore,Vertivore,Insessorial,14333669.12,-6.64,-60.96
Gypaetus barbatus,Accipitridae,Accipitriformes,5695.0,760.6,78.2,46.6,20.8,28.1,103.6,468.0,370.2,49.5,Rock,3,2,Scavenger,Scavenger,Terrestrial,8369572.33,34.75,76.41
Gypohierax angolensis,Accipitridae,Accipitriformes,1600.0,419.0,57.5,41.0,14.1,23.3,77.3,196.8,127.3,30.0,Forest,2,1,Herbivore,Frugivore,Insessorial,9715580.32,-1.17,16.99
Gyps africanus,Accipitridae,Accipitriformes,5433.0,578.4,61.3,44.0,20.5,30.5,95.7,224.6,225.0,39.2,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,10465544.7,-2.52,23.47
Gyps bengalensis,Accipitridae,Accipitriformes,4385.0,551.6,64.6,47.4,22.7,32.5,99.1,213.8,214.0,38.8,Grassland,3,1,Scavenger,Scavenger,Terrestrial,3047965.15,23.99,83.33
Gyps coprotheres,Accipitridae,Accipitriformes,8177.0,687.2,81.2,53.6,24.9,36.5,104.2,269.4,252.2,37.5,Grassland,3,1,Scavenger,Scavenger,Terrestrial,671208.3,-27.31,27.73
Gyps fulvus,Accipitridae,Accipitriformes,7436.0,687.2,78.8,50.5,23.8,33.8,109.9,291.2,267.5,39.2,Grassland,3,1,Scavenger,Scavenger,Terrestrial,3487541.03,36.3,52.81
Gyps himalayensis,Accipitridae,Accipitriformes,9798.0,759.8,82.5,55.2,23.5,34.0,115.6,339.0,269.5,35.5,Rock,3,1,Scavenger,Scavenger,Terrestrial,3859146.13,34.8,88.99
Gyps indicus,Accipitridae,Accipitriformes,5515.0,585.6,71.3,44.6,20.5,29.7,99.7,235.2,223.0,38.3,Grassland,3,1,Scavenger,Scavenger,Terrestrial,1117987.16,23.08,77.41
Gyps rueppelli,Accipitridae,Accipitriformes,7400.0,627.8,77.9,51.5,23.0,32.5,105.7,235.8,236.0,37.6,Grassland,3,1,Scavenger,Scavenger,Terrestrial,6445230.81,9.89,20.78
Gyps tenuirostris,Accipitridae,Accipitriformes,5515.0,592.2,75.6,49.0,20.0,29.1,104.1,217.2,220.5,37.2,Woodland,3,1,Scavenger,Scavenger,Terrestrial,705181.48,24.18,93.19
Haliaeetus albicilla,Accipitridae,Accipitriformes,4729.3,599.5,74.1,46.1,22.9,33.9,95.0,294.2,227.2,38.0,Rock,3,2,Carnivore,Aquatic predator,Aerial,17404346.92,59.89,91.01
Haliaeetus leucocephalus,Accipitridae,Accipitriformes,4700.6,601.8,76.0,48.2,24.0,34.1,81.7,294.0,248.8,41.4,Wetland,3,3,Carnivore,Omnivore,Generalist,9351853.96,54.57,-113.86
Haliaeetus leucogaster,Accipitridae,Accipitriformes,2827.0,556.7,71.3,39.2,18.5,24.9,86.0,253.3,231.8,41.3,Coastal,2,1,Carnivore,Aquatic predator,Aerial,5127370.7,-9.12,123.68
Haliaeetus leucoryphus,Accipitridae,Accipitriformes,2885.9,566.6,63.6,39.1,19.3,28.3,95.3,290.3,241.0,42.8,Wetland,3,3,Carnivore,Aquatic predator,Aerial,533825.64,27.12,85.7
Haliaeetus pelagicus,Accipitridae,Accipitriformes,7757.0,598.5,90.6,60.3,28.9,47.0,96.3,333.6,186.2,31.1,Wetland,3,3,Carnivore,Aquatic predator,Generalist,1293649.63,58.65,151.19
Haliaeetus sanfordi,Accipitridae,Accipitriformes,1980.0,523.2,59.5,38.9,18.6,26.9,83.0,265.0,186.8,35.7,Forest,2,1,Carnivore,Omnivore,Generalist,36124.13,-8.09,158.3
Haliaeetus vocifer,Accipitridae,Accipitriformes,3400.0,548.2,58.4,42.2,16.8,25.1,88.2,228.0,184.2,33.5,Wetland,2,1,Carnivore,Aquatic predator,Insessorial,15637883.11,-0.96,20.97
Haliaeetus vociferoides,Accipitridae,Accipitriformes,3000.0,487.2,57.0,34.4,16.6,25.1,93.3,236.8,156.2,31.9,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,52761.99,-17.15,45.57
Haliastur indus,Accipitridae,Accipitriformes,529.0,399.8,48.8,24.4,12.9,17.0,48.2,203.8,147.0,36.4,Coastal,2,1,Carnivore,Omnivore,Generalist,8840397.2,9.01,106.46
Haliastur sphenurus,Accipitridae,Accipitriformes,753.0,407.4,40.0,23.1,13.1,18.2,58.8,264.0,186.2,45.6,Wetland,2,1,Carnivore,Omnivore,Aerial,5565646.93,-23.9,137.2
Hamirostra melanosternon,Accipitridae,Accipitriformes,1196.0,472.6,40.1,23.8,12.7,16.3,53.0,233.0,244.5,52.0,Woodland,2,2,Carnivore,Vertivore,Aerial,5297941.74,-23.36,133.35
Harpagus bidentatus,Accipitridae,Accipitriformes,215.3,210.3,23.7,14.6,11.3,13.5,43.1,161.1,64.6,29.6,Forest,2,1,Carnivore,Invertivore,Insessorial,8976331.27,-2.54,-63.34
Harpagus diodon,Accipitridae,Accipitriformes,200.0,201.4,23.2,13.8,10.7,13.5,34.2,158.6,62.5,30.8,Forest,2,3,Carnivore,Invertivore,Insessorial,2345332.63,-21.13,-50.61
Harpia harpyja,Accipitridae,Accipitriformes,4800.0,569.5,70.8,41.0,17.2,36.4,102.4,442.0,262.7,47.9,Forest,1,1,Carnivore,Vertivore,Insessorial,11064295.35,-8.03,-56.95
Harpyopsis novaeguineae,Accipitridae,Accipitriformes,1959.6,426.2,60.0,39.8,18.2,33.2,133.8,377.0,72.2,16.9,Forest,1,1,Carnivore,Vertivore,Insessorial,730591.98,-5.26,140.92
Helicolestes hamatus,Accipitridae,Accipitriformes,425.5,290.3,34.8,26.1,10.9,11.6,46.0,125.5,64.5,22.3,Forest,2,1,Carnivore,Invertivore,Insessorial,2374863.31,-3.11,-65.26
Henicopernis infuscatus,Accipitridae,Accipitriformes,571.2,337.0,30.8,20.5,10.1,15.3,41.4,253.0,127.0,37.7,Forest,2,1,Carnivore,Invertivore,Generalist,33424.21,-5.47,150.66
Henicopernis longicauda,Accipitridae,Accipitriformes,571.2,394.6,31.7,21.6,11.2,14.3,50.4,301.4,157.2,39.4,Forest,2,1,Carnivore,Invertivore,Generalist,750041.01,-5.35,140.86
Hieraaetus ayresii,Accipitridae,Accipitriformes,806.1,383.5,33.5,20.5,11.7,17.8,68.2,210.0,130.0,34.2,Woodland,3,1,Carnivore,Vertivore,Aerial,5863148.99,-5.21,29.21
Hieraaetus morphnoides,Accipitridae,Accipitriformes,775.1,364.8,35.7,20.6,10.9,18.1,54.5,205.2,161.2,44.9,Forest,2,1,Carnivore,Vertivore,Generalist,7265023.22,-25.34,134.65
Hieraaetus pennatus,Accipitridae,Accipitriformes,823.8,361.8,33.8,19.1,10.1,17.0,65.3,198.0,151.3,42.0,Forest,1,3,Carnivore,Vertivore,Generalist,6138248.03,42.1,55.17
Hieraaetus wahlbergi,Accipitridae,Accipitriformes,640.0,413.8,39.3,23.9,12.1,17.4,71.1,216.8,174.8,42.6,Shrubland,2,1,Carnivore,Vertivore,Insessorial,9578321.34,-4.41,23.1
Hieraaetus weiskei,Accipitridae,Accipitriformes,775.1,337.0,30.4,18.9,10.0,17.0,55.0,172.0,111.5,33.5,Forest,1,1,Carnivore,Vertivore,Generalist,665554.04,-5.34,141.06
Icthyophaga humilis,Accipitridae,Accipitriformes,782.0,353.2,49.5,27.1,13.6,18.6,63.0,182.8,116.3,33.1,Wetland,3,1,Carnivore,Aquatic predator,Insessorial,2763882.32,9.46,104.74
Icthyophaga ichthyaetus,Accipitridae,Accipitriformes,1590.0,471.2,66.1,36.0,16.8,25.7,81.7,268.8,134.6,29.0,Woodland,3,1,Carnivore,Aquatic predator,Insessorial,3707887.55,10.81,102.19
Ictinaetus malaiensis,Accipitridae,Accipitriformes,1028.0,552.8,51.5,26.1,13.7,18.6,68.7,314.4,240.5,43.2,Forest,1,1,Carnivore,Vertivore,Aerial,3231811.39,9.61,101.89
Ictinia mississippiensis,Accipitridae,Accipitriformes,276.0,291.8,23.0,14.7,11.0,12.3,37.0,150.2,156.5,53.6,Woodland,2,3,Carnivore,Invertivore,Generalist,824795.96,33.57,-92.91
Ictinia plumbea,Accipitridae,Accipitriformes,249.9,285.6,23.9,15.1,10.8,13.4,33.2,134.8,117.8,41.8,Forest,2,1,Carnivore,Invertivore,Generalist,12719722.18,-7.01,-60.39
Kaupifalco monogrammicus,Accipitridae,Accipitriformes,278.9,217.4,29.3,15.8,10.1,12.8,53.1,142.6,70.4,32.4,Woodland,3,1,Carnivore,Invertivore,Insessorial,13079368.52,-0.96,19.34
Leptodon cayanensis,Accipitridae,Accipitriformes,474.0,302.8,33.9,22.4,11.5,16.0,38.5,221.8,57.0,18.8,Forest,2,1,Carnivore,Omnivore,Insessorial,12071802.08,-6.35,-60.36
Leptodon forbesi,Accipitridae,Accipitriformes,577.0,316.2,36.2,23.3,12.2,17.4,43.1,233.4,89.4,28.5,Forest,2,1,Carnivore,Omnivore,Insessorial,52831.24,-8.94,-35.99
Leucopternis kuhli,Accipitridae,Accipitriformes,352.1,207.6,30.4,18.3,11.4,15.0,56.2,148.6,54.5,25.8,Forest,1,1,Carnivore,Vertivore,Insessorial,2375316.62,-7.38,-63.49
Leucopternis melanops,Accipitridae,Accipitriformes,312.0,210.8,29.6,18.3,11.1,15.3,56.5,130.0,60.5,28.9,Forest,1,1,Carnivore,Vertivore,Insessorial,2570861.92,1.4,-62.88
Leucopternis semiplumbeus,Accipitridae,Accipitriformes,285.0,191.0,28.8,17.1,9.7,14.9,53.8,123.8,47.7,24.6,Forest,1,1,Carnivore,Vertivore,Insessorial,236308.06,8.38,-79.78
Lophaetus occipitalis,Accipitridae,Accipitriformes,1067.0,373.6,46.6,23.6,11.1,17.4,93.3,201.4,116.1,31.3,Forest,2,1,Carnivore,Vertivore,Insessorial,14031980.87,-0.17,20.97
Lophoictinia isura,Accipitridae,Accipitriformes,579.4,471.2,45.2,28.2,15.1,18.6,71.6,224.2,227.0,48.1,Forest,2,1,Carnivore,Vertivore,Aerial,1100971.0,-27.71,146.84
Lophotriorchis kienerii,Accipitridae,Accipitriformes,799.0,366.2,46.1,20.5,11.9,17.2,53.5,216.3,127.6,35.9,Forest,2,1,Carnivore,Vertivore,Aerial,3758691.08,9.42,104.2
Macheiramphus alcinus,Accipitridae,Accipitriformes,650.0,360.2,45.1,15.1,9.0,12.7,54.2,189.8,179.0,49.0,Forest,2,1,Carnivore,Vertivore,Aerial,13573105.09,-4.02,34.41
Megatriorchis doriae,Accipitridae,Accipitriformes,1000.0,290.5,35.1,19.9,11.6,16.7,80.0,257.5,75.6,26.0,Forest,1,1,Carnivore,Vertivore,Insessorial,599836.92,-5.34,141.12
Melierax canorus,Accipitridae,Accipitriformes,663.3,353.0,33.5,18.8,11.1,23.8,100.6,230.0,141.5,39.7,Shrubland,3,1,Carnivore,Vertivore,Generalist,2246754.63,-25.28,21.47
Melierax metabates,Accipitridae,Accipitriformes,674.5,317.6,32.5,18.6,11.0,17.5,85.6,216.0,111.8,34.9,Shrubland,2,1,Carnivore,Vertivore,Insessorial,12484209.96,2.47,20.89
Melierax poliopterus,Accipitridae,Accipitriformes,629.9,305.8,33.3,19.2,12.1,23.6,88.4,203.6,113.7,37.1,Shrubland,2,1,Carnivore,Vertivore,Insessorial,2071175.93,2.87,41.02
Micronisus gabar,Accipitridae,Accipitriformes,169.6,187.0,20.2,11.5,7.8,11.0,47.2,147.5,64.6,34.3,Grassland,3,2,Carnivore,Vertivore,Insessorial,13910595.47,-2.35,23.08
Milvus aegyptius,Accipitridae,Accipitriformes,734.1,457.4,40.0,22.4,13.0,17.4,51.4,269.5,219.9,48.1,Woodland,3,3,Omnivore,Omnivore,Aerial,,,
Milvus migrans,Accipitridae,Accipitriformes,734.1,457.4,40.0,22.4,13.0,17.4,51.4,269.5,219.9,48.1,Woodland,3,3,Omnivore,Omnivore,Aerial,59168603.49,26.77,69.99
Milvus milvus,Accipitridae,Accipitriformes,1071.8,481.5,40.2,26.6,13.2,18.7,52.9,317.3,241.6,49.9,Shrubland,2,2,Omnivore,Omnivore,Generalist,1698401.57,48.65,10.52
Morphnarchus princeps,Accipitridae,Accipitriformes,1000.0,364.7,43.5,28.6,13.8,20.4,86.5,192.7,107.4,29.5,Forest,1,1,Carnivore,Vertivore,Insessorial,113390.9,3.02,-78.75
Morphnus guianensis,Accipitridae,Accipitriformes,1750.0,464.8,48.4,30.3,14.6,22.8,85.3,372.8,107.1,23.0,Forest,1,1,Carnivore,Vertivore,Generalist,11702782.03,-7.66,-57.64
Necrosyrtes monachus,Accipitridae,Accipitriformes,2043.0,471.4,63.9,42.5,13.6,15.2,78.7,223.0,181.5,38.7,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,10764077.19,4.78,20.96
Neophron percnopterus,Accipitridae,Accipitriformes,2082.0,490.8,61.7,33.0,10.4,13.5,77.2,247.2,236.0,48.0,Grassland,3,3,Omnivore,Scavenger,Generalist,14111672.38,27.02,47.48
Nisaetus alboniger,Accipitridae,Accipitriformes,830.0,325.2,48.0,24.3,12.9,20.3,77.1,239.5,82.0,25.1,Forest,1,1,Carnivore,Vertivore,Insessorial,800448.35,2.4,106.95
Nisaetus bartelsi,Accipitridae,Accipitriformes,830.0,378.0,42.7,27.8,14.0,21.3,100.3,228.4,83.4,22.1,Forest,1,1,Carnivore,Vertivore,Insessorial,14421.49,-7.44,110.02
Nisaetus cirrhatus,Accipitridae,Accipitriformes,1475.1,414.6,49.9,25.8,12.6,21.7,97.7,289.8,115.8,27.9,Forest,1,1,Carnivore,Vertivore,Insessorial,4408300.11,13.11,94.36
Nisaetus floris,Accipitridae,Accipitriformes,1475.1,436.7,41.7,26.5,12.8,21.6,113.9,229.3,115.9,26.5,Forest,2,1,Carnivore,Vertivore,Insessorial,34986.16,-8.59,119.37
Nisaetus lanceolatus,Accipitridae,Accipitriformes,1168.0,373.0,39.3,26.8,12.8,21.6,90.5,261.8,90.5,24.0,Forest,1,1,Carnivore,Vertivore,Insessorial,183391.82,-2.12,121.3
Nisaetus nanus,Accipitridae,Accipitriformes,557.8,312.7,44.2,21.6,11.3,17.3,75.5,240.8,79.8,25.4,Forest,1,1,Carnivore,Vertivore,Insessorial,1094809.57,0.56,108.02
Nisaetus nipalensis,Accipitridae,Accipitriformes,3005.0,423.7,44.2,28.0,13.1,23.5,101.2,286.4,107.0,25.1,Forest,1,1,Carnivore,Vertivore,Insessorial,2149247.14,26.77,106.31
Nisaetus philippensis,Accipitridae,Accipitriformes,1168.0,355.2,38.9,25.5,12.2,20.5,92.0,253.4,93.8,26.4,Forest,1,1,Carnivore,Vertivore,Insessorial,114925.31,15.69,121.39
Nisaetus pinskeri,Accipitridae,Accipitriformes,1168.0,349.0,43.2,24.6,12.9,20.9,89.7,248.0,73.1,20.9,Forest,1,1,Carnivore,Vertivore,Insessorial,132366.04,8.54,124.62
Parabuteo leucorrhous,Accipitridae,Accipitriformes,290.0,241.0,29.0,17.0,9.8,14.2,62.6,171.6,65.5,27.3,Forest,1,1,Carnivore,Vertivore,Insessorial,1189248.2,-18.54,-56.7
Parabuteo unicinctus,Accipitridae,Accipitriformes,850.3,320.8,34.4,21.4,11.4,16.6,81.6,222.0,99.8,30.8,Shrubland,2,2,Carnivore,Vertivore,Insessorial,9015595.35,-10.52,-65.99
Pernis apivorus,Accipitridae,Accipitriformes,754.4,407.4,34.8,19.1,11.7,13.7,43.9,253.2,154.2,37.9,Forest,1,3,Carnivore,Invertivore,Insessorial,9317297.54,54.03,38.95
Pernis celebensis,Accipitridae,Accipitriformes,722.0,350.2,31.0,16.9,10.8,14.6,41.2,246.2,96.8,27.6,Forest,2,1,Carnivore,Invertivore,Insessorial,155679.51,-2.13,121.11
Pernis ptilorhynchus,Accipitridae,Accipitriformes,1141.1,413.6,55.9,21.4,13.1,15.4,49.0,263.8,130.7,32.0,Woodland,2,1,Carnivore,Invertivore,Insessorial,11263289.52,32.05,103.73
Pernis steerei,Accipitridae,Accipitriformes,722.0,378.5,33.9,20.9,11.6,15.1,42.6,257.2,113.2,29.9,Forest,2,1,Carnivore,Invertivore,Insessorial,260315.9,11.91,123.1
Pithecophaga jefferyi,Accipitridae,Accipitriformes,5175.3,585.8,85.3,57.0,20.8,49.6,133.8,423.0,178.7,30.3,Forest,1,1,Carnivore,Vertivore,Insessorial,142256.55,9.95,124.19
Polemaetus bellicosus,Accipitridae,Accipitriformes,3964.5,571.6,54.3,34.7,16.8,28.7,112.4,256.0,205.8,35.5,Grassland,3,1,Carnivore,Vertivore,Aerial,14888019.22,-3.45,22.51
Polyboroides radiatus,Accipitridae,Accipitriformes,633.2,397.4,36.8,20.9,10.0,16.1,89.9,298.0,112.2,28.1,Forest,1,1,Carnivore,Vertivore,Generalist,413722.67,-19.56,46.73
Polyboroides typus,Accipitridae,Accipitriformes,633.2,443.1,39.1,21.3,10.3,16.6,88.1,289.9,157.0,35.4,Forest,1,1,Carnivore,Vertivore,Insessorial,14893143.16,-4.02,22.3
Pseudastur albicollis,Accipitridae,Accipitriformes,703.7,358.3,38.8,24.8,14.2,19.6,82.9,216.8,93.2,25.4,Forest,1,1,Carnivore,Vertivore,Insessorial,8478535.51,-3.96,-63.68
Pseudastur occidentalis,Accipitridae,Accipitriformes,660.0,346.2,36.0,22.9,12.4,18.5,76.2,192.0,97.8,28.2,Forest,1,1,Carnivore,Vertivore,Insessorial,6586.81,-3.58,-79.86
Pseudastur polionotus,Accipitridae,Accipitriformes,703.7,365.8,38.4,24.2,12.8,19.7,84.6,188.2,111.5,31.3,Forest,1,1,Carnivore,Vertivore,Insessorial,813060.78,-20.38,-44.89
Rostrhamus sociabilis,Accipitridae,Accipitriformes,366.9,344.8,33.1,23.8,11.1,11.3,49.9,169.3,134.8,39.1,Wetland,2,2,Carnivore,Aquatic predator,Insessorial,11603405.03,-10.02,-58.23
Rupornis magnirostris,Accipitridae,Accipitriformes,269.0,220.9,26.4,17.4,10.4,13.4,61.5,159.1,64.9,28.0,Forest,1,1,Carnivore,Vertivore,Insessorial,15043360.16,-8.51,-60.46
Sarcogyps calvus,Accipitridae,Accipitriformes,4469.9,570.0,68.5,46.9,23.0,33.9,115.0,229.2,252.8,44.0,Human Modified,3,1,Scavenger,Scavenger,Terrestrial,2166730.6,24.15,83.35
Spilornis cheela,Accipitridae,Accipitriformes,597.7,373.7,45.6,30.1,14.4,20.8,82.2,237.4,112.6,30.1,Forest,1,1,Carnivore,Vertivore,Insessorial,6837152.16,16.74,98.68
Spilornis elgini,Accipitridae,Accipitriformes,895.0,365.4,37.5,26.7,12.8,18.4,76.1,215.6,106.8,29.4,Forest,1,1,Carnivore,Vertivore,Insessorial,4980.85,12.47,92.81
Spilornis holospilus,Accipitridae,Accipitriformes,705.0,340.1,37.5,27.0,12.2,18.0,75.0,221.7,103.8,30.7,Forest,1,1,Carnivore,Vertivore,Insessorial,276025.54,11.86,123.09
Spilornis kinabaluensis,Accipitridae,Accipitriformes,597.7,368.5,34.6,24.0,13.4,16.8,72.6,227.5,107.0,29.0,Forest,1,1,Carnivore,Vertivore,Insessorial,36584.1,4.55,115.9
Spilornis klossi,Accipitridae,Accipitriformes,450.0,297.2,38.2,28.9,13.5,18.8,74.7,198.2,87.8,29.5,Forest,1,1,Carnivore,Vertivore,Insessorial,1111.02,7.06,93.79
Spilornis rufipectus,Accipitridae,Accipitriformes,705.0,328.6,34.6,25.1,13.3,17.4,64.3,214.4,105.5,32.4,Forest,1,1,Carnivore,Vertivore,Insessorial,115936.18,-1.9,121.2
Spizaetus isidori,Accipitridae,Accipitriformes,1197.4,484.4,51.3,33.2,15.9,25.8,113.4,299.0,120.1,24.2,Forest,1,1,Carnivore,Vertivore,Aerial,469213.82,-6.77,-73.17
Spizaetus melanoleucus,Accipitridae,Accipitriformes,850.0,400.6,40.9,23.9,12.8,20.7,72.1,249.0,124.3,31.1,Forest,2,1,Carnivore,Vertivore,Aerial,8710494.02,-6.79,-62.97
Spizaetus ornatus,Accipitridae,Accipitriformes,1197.4,353.0,39.1,23.7,12.3,20.2,93.8,289.5,59.1,17.2,Forest,1,1,Carnivore,Vertivore,Generalist,9433721.9,-5.86,-63.22
Spizaetus tyrannus,Accipitridae,Accipitriformes,1007.1,384.4,42.3,24.9,12.1,21.0,80.4,334.4,68.6,17.9,Forest,2,1,Carnivore,Vertivore,Insessorial,8304333.12,-4.6,-62.84
Stephanoaetus coronatus,Accipitridae,Accipitriformes,3640.0,496.4,53.3,36.1,16.7,29.0,94.0,367.1,111.5,22.1,Forest,1,1,Carnivore,Vertivore,Generalist,6608300.52,-4.7,23.96
Terathopius ecaudatus,Accipitridae,Accipitriformes,2200.0,500.4,52.5,35.9,16.3,25.3,65.1,109.0,233.2,46.8,Woodland,2,1,Carnivore,Omnivore,Generalist,14023477.79,-1.02,23.14
Torgos tracheliotos,Accipitridae,Accipitriformes,6969.0,711.4,89.1,64.0,30.4,45.5,138.4,339.2,276.8,39.1,Grassland,3,2,Scavenger,Scavenger,Terrestrial,8489832.71,2.61,26.93
Trigonoceps occipitalis,Accipitridae,Accipitriformes,3016.0,618.0,72.1,49.3,23.8,33.5,115.9,250.0,265.0,43.1,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,6011586.35,-1.13,24.25
Urotriorchis macrourus,Accipitridae,Accipitriformes,492.0,286.5,35.4,19.6,13.3,16.5,78.9,373.8,68.2,23.8,Forest,1,1,Carnivore,Vertivore,Insessorial,3073602.25,1.17,15.06
Pandion haliaetus,Pandionidae,Accipitriformes,1483.2,468.4,47.0,27.7,17.3,19.6,49.8,201.3,204.8,44.9,Marine,3,3,Carnivore,Aquatic predator,Aerial,31298390.01,49.18,25.45
Sagittarius serpentarius,Sagittariidae,Accipitriformes,4017.0,615.5,59.4,40.2,19.0,24.1,269.9,551.8,250.2,40.6,Grassland,3,2,Carnivore,Vertivore,Terrestrial,14023594.92,-3.98,23.61
Aix galericulata,Anatidae,Anseriformes,567.0,222.2,33.0,20.9,13.5,10.6,34.8,94.6,111.1,50.1,Forest,3,3,Herbivore,Herbivore aquatic,Generalist,1904941.91,45.58,131.94
Aix sponsa,Anatidae,Anseriformes,657.6,220.5,38.6,24.7,15.1,11.4,32.9,106.8,108.5,49.4,Wetland,3,1,Herbivore,Omnivore,Generalist,6191757.66,42.14,-92.18
Alopochen aegyptiaca,Anatidae,Anseriformes,1873.0,356.0,51.6,30.1,20.8,16.7,75.8,128.8,143.0,38.0,Wetland,3,2,Herbivore,Omnivore,Generalist,17452607.3,-2.2,23.68
Amazonetta brasiliensis,Anatidae,Anseriformes,500.0,180.6,38.9,28.4,14.9,12.8,32.2,90.1,61.9,32.9,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,8747518.75,-14.65,-53.14
Anas acuta,Anatidae,Anseriformes,944.6,256.7,48.1,31.9,14.5,14.8,36.9,124.7,148.4,57.8,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,28403500.77,59.6,26.95
Anas albogularis,Anatidae,Anseriformes,488.1,186.8,35.1,28.0,13.9,12.2,29.7,61.8,83.2,44.5,Wetland,3,1,Omnivore,Aquatic predator,Aquatic,4843.64,12.53,92.82
Anas andium,Anatidae,Anseriformes,434.0,224.2,40.1,32.8,14.8,12.6,31.8,82.2,101.7,44.9,Wetland,3,2,Omnivore,Herbivore aquatic,Aquatic,410562.88,4.02,-75.54
Anas aucklandica,Anatidae,Anseriformes,499.1,134.8,44.8,27.3,13.7,12.5,33.6,75.2,49.2,36.7,Wetland,3,2,Carnivore,Aquatic predator,Aquatic,42.5,-50.76,166.1
